problem,method,best,mean,median,std,worst,succ_rate,mean_ett,mean_wall,finals,obj_mean,obj_best,feas_rate,cfg_best
ETC-PEC-op1,DE,-1.0105262827990658,-1.0105249154844456,-1.0105262827990658,3.4859819652456157e-06,-1.010516027939413,1.0,4.133333333333334,0.3643070697784424,"[-1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010516, -1.010526, -1.010526, -1.010516, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010516, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010526, -1.010516]",1.0105249154844456,1.0105262827990658,1.0,"[0, 1, 2.878189369070832, 36.566210385982686, 2.1641514224294123]"
ETC-PEC-op1,CMA-ES,-1.0105262827990658,-1.005632336795092,-1.005385305803818,0.0013202968026981281,-1.0048918932591646,1.0,3.6666666666666665,0.32933251063028973,"[-1.004892, -1.005385, -1.005385, -1.005385, -1.010516, -1.005385, -1.005385, -1.005385, -1.005385, -1.005385, -1.005385, -1.004892, -1.005385, -1.005385, -1.004892, -1.005385, -1.005385, -1.004992, -1.005385, -1.010526, -1.005385, -1.005385, -1.005385, -1.005385, -1.005385, -1.004892, -1.005385, -1.005385, -1.004892, -1.005385]",1.005632336795092,1.0105262827990658,1.0,"[0, 1, 3.0, 32.45633083916478, 2.4768025625487917]"
ETC-PEC-op2,DE,-1.0087805818546955,-1.0087501705206317,-1.0087805818546955,0.00016377004593730714,-1.0078682418327876,1.0,37.266666666666666,0.7914727846781413,"[-1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.007868, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781, -1.008781]",1.0087501705206317,1.0087805818546955,1.0,"[0, 1, 2.975948404287565, 28.57809256991454, 1.0528525577927128]"
ETC-PEC-op2,CMA-ES,-1.0087805818546955,-1.0044802581850958,-1.0043104967291951,0.0012518538375569928,-1.0018796714692733,0.9666666666666667,21.137931034482758,0.6584362904230754,"[-1.00431, -1.00431, -1.002894, -1.00431, -1.008781, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.008781, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00431, -1.00188, -1.00431, -1.00431, -1.00431]",1.0044802581850958,1.0087805818546955,1.0,"[0, 1, 3.0, 28.607052472653702, 0.8963450056044573]"
Sphere,HH-UCB,0.00023277555080486242,0.008074654535773294,0.006300591761386141,0.007703813101833999,0.030828323880550887,0.0,-1,0.17802640597025554,"[0.003438, 0.001881, 0.008648, 0.010299, 0.001404, 0.024803, 0.006086, 0.003885, 0.01046, 0.001041, 0.017298, 0.001493, 0.003382, 0.000758, 0.006646, 0.008847, 0.023944, 0.005954, 0.008001, 0.009051, 0.006837, 0.005406, 0.006515, 0.000233, 0.002688, 0.030828, 0.000518, 0.018259, 0.001024, 0.012612]",,,,
Sphere,HH-Random,1.750814689246238e-05,0.004436925302366498,0.0016909136115880977,0.005955063643368187,0.030128545085452943,0.0,-1,0.15397779941558837,"[0.002372, 0.030129, 0.001183, 0.00192, 0.007305, 3.3e-05, 0.00627, 0.001183, 0.001339, 0.006007, 1.8e-05, 0.008538, 0.001294, 0.004367, 0.008756, 0.001174, 0.001462, 0.009186, 0.005554, 0.000371, 0.000577, 0.002966, 0.015182, 0.000152, 0.00697, 0.000674, 0.001318, 0.004687, 0.000728, 0.001392]",,,,
Sphere,LLH:SA,0.013294994526133279,0.037412118949226476,0.03763093362797745,0.01514921538186292,0.07636493515319752,0.0,-1,0.07816426753997803,"[0.036684, 0.051567, 0.046241, 0.0216, 0.020788, 0.049007, 0.027934, 0.038578, 0.049018, 0.013295, 0.023347, 0.030621, 0.047344, 0.021155, 0.022669, 0.02366, 0.04157, 0.029612, 0.02667, 0.053099, 0.047295, 0.049335, 0.049883, 0.042818, 0.021287, 0.030852, 0.048658, 0.015293, 0.076365, 0.06612]",,,,
Sphere,LLH:Tabu,0.09698723078235963,0.19840400954894438,0.202815005254508,0.05641069475735809,0.3267654711661859,0.0,-1,0.10370608965555826,"[0.223436, 0.110435, 0.130709, 0.187546, 0.295448, 0.186702, 0.12933, 0.226655, 0.256061, 0.141426, 0.247754, 0.214999, 0.234565, 0.145702, 0.276947, 0.15526, 0.189456, 0.191163, 0.117316, 0.156674, 0.231128, 0.204262, 0.253466, 0.201368, 0.326765, 0.214549, 0.213098, 0.251398, 0.096987, 0.141516]",,,,
Sphere,LLH:VNS,0.00021875420627508234,0.0015850394147480578,0.0014275682238147707,0.0011153884858921637,0.004511279682829267,0.0,-1,0.13483591874440512,"[0.000437, 0.004511, 0.0039, 0.001345, 0.0005, 0.000453, 0.002042, 0.000649, 0.000329, 0.000219, 0.001478, 0.000512, 0.002104, 0.001642, 0.001931, 0.000492, 0.002054, 0.003193, 0.001531, 0.002632, 0.001173, 0.001377, 0.0017, 0.003722, 0.002555, 0.000515, 0.000934, 0.000894, 0.001866, 0.000861]",,,,
Sphere,LLH:LNS,0.4762898952402111,1.1764931780018977,1.0608951158131388,0.4286180489954342,2.0491189979719855,0.0,-1,0.1542649269104004,"[1.081565, 0.718923, 1.456463, 1.80441, 0.812941, 1.078389, 2.003114, 1.91566, 0.995437, 0.957615, 0.953145, 1.926677, 0.66488, 1.401647, 1.049342, 1.036519, 2.049119, 0.97595, 1.072448, 1.192966, 0.889954, 0.47629, 1.584746, 1.174973, 1.343547, 1.522453, 1.006107, 0.56225, 0.728815, 0.858448]",,,,
Sphere,LLH:DE/rand/1,1.4191419251624661e-12,0.052731070739115586,7.427057111431292e-06,0.23424824069540465,1.3041401120964675,0.43333333333333335,2839.076923076923,0.10407263437906901,"[0.001272, 0.000401, 1.30414, 0.0, 3e-06, 0.0, 0.001004, 0.0, 8e-06, 0.0, 0.162728, 0.0, 0.024074, 0.004358, 0.015155, 0.0, 0.023519, 0.002747, 0.0, 0.0, 0.0, 0.008389, 0.0, 0.0, 0.0, 7e-06, 0.005261, 0.028854, 0.0, 1.1e-05]",,,,
